device_id,seq,timestamp,arrival_time,readings_count,readings
101,0,1766604354,1766604354,1,22.559999465942383
101,1,1766604355,1766604355,1,26.850000381469727
101,2,1766604356,1766604356,1,22.3700008392334
101,3,1766604357,1766604357,1,20.010000228881836
101,4,1766604358,1766604358,1,23.770000457763672
101,5,1766604359,1766604359,1,20.440000534057617
101,6,1766604360,1766604360,1,29.1200008392334
101,7,1766604361,1766604361,1,27.649999618530273
101,8,1766604362,1766604362,1,28.90999984741211
101,9,1766604363,1766604363,1,22.700000762939453
101,10,1766604364,1766604364,1,23.350000381469727
101,11,1766604365,1766604365,1,21.40999984741211
101,12,1766604366,1766604366,1,25.959999084472656
101,13,1766604367,1766604367,1,20.469999313354492
101,14,1766604368,1766604368,1,20.1200008392334
