device_id,seq,timestamp,arrival_time,readings_count,readings
101,0,1766604372,1766604372,1,27.90999984741211
101,1,1766604373,1766604373,1,24.649999618530273
101,3,1766604375,1766604375,1,26.8799991607666
101,4,1766604376,1766604376,1,21.170000076293945
101,5,1766604377,1766604377,1,26.770000457763672
101,6,1766604378,1766604378,1,23.040000915527344
101,7,1766604379,1766604379,1,29.739999771118164
101,8,1766604380,1766604380,1,21.899999618530273
101,9,1766604381,1766604381,1,27.739999771118164
101,10,1766604382,1766604382,1,29.860000610351562
101,11,1766604383,1766604383,1,29.600000381469727
101,12,1766604384,1766604384,1,21.260000228881836
101,13,1766604385,1766604385,1,29.950000762939453
101,14,1766604386,1766604386,1,23.65999984741211
101,15,1766604387,1766604387,1,25.81999969482422
101,16,1766604388,1766604388,1,26.6299991607666
101,17,1766604389,1766604389,1,21.190000534057617
101,18,1766604390,1766604390,1,28.989999771118164
101,19,1766604391,1766604391,1,25.030000686645508
101,20,1766604392,1766604392,1,25.239999771118164
101,21,1766604393,1766604393,1,24.020000457763672
101,22,1766604394,1766604394,1,26.31999969482422
101,23,1766604395,1766604395,1,28.799999237060547
101,24,1766604396,1766604396,1,22.6299991607666
101,25,1766604397,1766604397,1,28.0
101,26,1766604398,1766604398,1,22.3700008392334
101,27,1766604399,1766604399,1,22.739999771118164
101,28,1766604400,1766604400,1,29.200000762939453
101,29,1766604401,1766604401,1,28.93000030517578
101,30,1766604402,1766604402,1,27.479999542236328
101,31,1766604403,1766604403,1,24.5
101,32,1766604404,1766604404,1,26.329999923706055
101,33,1766604405,1766604405,1,27.739999771118164
101,34,1766604406,1766604406,1,29.889999389648438
101,35,1766604407,1766604407,1,20.540000915527344
101,36,1766604408,1766604408,1,26.530000686645508
101,37,1766604409,1766604409,1,27.219999313354492
101,38,1766604410,1766604410,1,28.950000762939453
101,39,1766604411,1766604411,1,27.59000015258789
101,40,1766604412,1766604412,1,20.6299991607666
101,41,1766604413,1766604413,1,25.239999771118164
101,42,1766604414,1766604414,1,21.15999984741211
101,43,1766604415,1766604415,1,28.5
101,44,1766604416,1766604416,1,23.260000228881836
101,45,1766604417,1766604417,1,21.440000534057617
101,46,1766604418,1766604418,1,25.139999389648438
101,47,1766604419,1766604419,1,20.049999237060547
101,48,1766604420,1766604420,1,29.860000610351562
101,49,1766604421,1766604421,1,29.899999618530273
101,50,1766604422,1766604422,1,29.93000030517578
101,51,1766604423,1766604423,1,21.25
101,52,1766604424,1766604424,1,28.899999618530273
101,53,1766604425,1766604425,1,21.049999237060547
101,54,1766604426,1766604426,1,22.84000015258789
101,55,1766604427,1766604427,1,27.530000686645508
101,57,1766604429,1766604429,1,26.719999313354492
101,59,1766604431,1766604431,1,20.989999771118164
